Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ25,OUT017,2279.46070453579
FDG12,OUT046,1722.4682765786572
DRB01,OUT019,1361.2605921320992
NCC43,OUT027,5223.459348428483
FDX13,OUT019,2442.713954095679
FDM22,OUT049,1013.5139884331873
FDJ03,OUT027,2312.8107211940533
FDU14,OUT018,4163.372260658818
FDB33,OUT010,975.3703580570418
FDP27,OUT046,3247.416124792747
FDO38,OUT010,-538.7401888223694
FDE28,OUT027,4919.068904615449
FDO27,OUT035,1422.6552840578945
DRL23,OUT027,3241.005530310677
FDS28,OUT046,1173.2468882072328
FDX24,OUT013,1268.5791982784463
FDZ02,OUT035,1587.0125266896043
FDL46,OUT045,1830.3353042593228
FDS60,OUT027,4301.330191105839
NCO06,OUT017,326.8824084488924
FDO16,OUT035,1367.69257099665
FDC60,OUT049,1625.0698863798182
FDA48,OUT018,3645.4927576679656
FDZ36,OUT027,4345.258038803859
FDK27,OUT045,1988.1440762000436
FDW23,OUT018,980.1173737958723
FDM14,OUT018,2013.8666622238156
FDM14,OUT013,1596.853401235428
FDW60,OUT018,3127.7294749773555
FDE21,OUT013,1778.772128680298
NCM42,OUT035,1733.4401000889866
FDY59,OUT010,-473.6591868532455
DRI49,OUT049,1263.3441103159146
FDT28,OUT019,1000.9318442005597
FDQ22,OUT018,903.9198303985941
FDR60,OUT049,1193.4825471154356
FDC50,OUT019,-69.85161945202299
FDV24,OUT013,1959.3019663151106
DRF48,OUT010,2127.0713348028626
FDQ47,OUT046,879.550503091717
DRN36,OUT049,1569.7364019759186
NCY06,OUT035,1994.8343176962285
FDE52,OUT035,1168.6791176135482
NCB54,OUT045,2049.3829346760313
NCF31,OUT035,2392.6485381355224
FDJ08,OUT027,4424.657936580687
NCC07,OUT017,1604.5680206945267
NCD19,OUT027,1758.6656832029873
FDL46,OUT049,1900.6075704278574
FDM20,OUT045,3708.944761028907
NCI06,OUT010,1237.9079181093748
DRM11,OUT035,4028.923490078078
NCH07,OUT018,2880.8966603472513
FDS23,OUT013,1955.067501593491
FDO49,OUT018,1070.4386110159282
FDS35,OUT049,1039.9159499346924
DRK39,OUT045,1035.4330329194675
DRI39,OUT049,1075.0866047668248
FDV04,OUT017,2310.689605973009
NCN14,OUT035,2760.6856980890097
FDH08,OUT013,3690.403105233196
FDS20,OUT046,2994.149473972576
FDV40,OUT049,1004.0974252126084
FDZ48,OUT010,-90.02950177116372
FDS24,OUT027,2920.3140796162065
FDK44,OUT049,2671.4792950320834
FDS48,OUT045,2319.66409525083
FDK26,OUT010,1222.4746340449265
FDD23,OUT045,2955.4657408439116
NCH54,OUT017,2451.9452314376813
NCP14,OUT010,-119.81652625249126
FDM60,OUT010,-1345.4857331439684
FDV24,OUT017,1828.1008775100163
FDH08,OUT018,4043.1861292271924
FDS12,OUT027,3485.7883453453264
FDR39,OUT027,4178.336931263563
FDP12,OUT027,2042.3178580300835
DRF60,OUT027,4904.647243621669
FDC09,OUT035,1694.8768956897643
FDF50,OUT018,2822.879558035886
FDG28,OUT035,3575.7670500514064
NCE19,OUT017,780.8182266079884
NCM53,OUT010,-32.82679370520782
NCN18,OUT049,1755.496762852055
FDF32,OUT035,2730.5731461115734
FDF11,OUT013,3634.3057784189623
DRI59,OUT049,3397.0619296816403
NCG54,OUT035,2516.3590205040323
FDM44,OUT046,1925.1202713491057
FDT57,OUT018,4065.8621693147084
FDV24,OUT046,2211.795942275613
FDI50,OUT019,2021.3656512896714
FDS09,OUT035,862.4969421670673
NCC31,OUT027,3890.749074750373
FDQ07,OUT019,2074.2542676223034
FDC22,OUT017,2803.817829292958
FDZ56,OUT046,2977.8971184729508
FDZ40,OUT019,-348.59031902855395
FDS46,OUT027,3413.6267911363575
DRD24,OUT045,2383.210922143725
FDV45,OUT017,2816.504465519253
FDL26,OUT045,2305.5660528926974
FDA56,OUT018,2326.417328372752
FDN27,OUT046,1744.2685207633772
FDM20,OUT049,3790.2077103325696
FDO16,OUT017,1194.0282061845837
FDL03,OUT035,2959.8472702899276
FDE58,OUT046,1467.7117261803512
FDI02,OUT027,3156.8113695733814
NCC55,OUT019,-1360.3866097820246
FDR03,OUT018,3343.163128475278
FDB14,OUT017,1163.2438488855032
FDR45,OUT013,3591.3196774328185
NCN07,OUT017,1969.3809792001762
FDM51,OUT019,84.09300367740843
FDT52,OUT027,5385.264194410668
FDL26,OUT046,2466.8913045845557
NCZ42,OUT046,3845.5312969316215
DRI47,OUT019,1126.7722366047697
FDW40,OUT013,2154.916724197592
FDN34,OUT046,2837.421009071242
FDS01,OUT035,2768.385508087782
NCG55,OUT045,1555.6919848132982
FDC11,OUT035,1193.4635019296577
FDX35,OUT018,3893.5340188359555
NCB06,OUT046,2705.8869615642466
FDR09,OUT019,2783.1952187294646
FDC53,OUT017,1495.2440628742381
FDY45,OUT013,3861.973302774429
FDA22,OUT010,618.7957267964684
FDE02,OUT035,1405.0459945780478
FDW21,OUT045,1447.540470890509
FDV34,OUT046,1486.5584657911604
FDS59,OUT049,2004.893642004087
NCW17,OUT017,1890.6865047231695
NCK54,OUT046,795.4684631158502
FDG17,OUT019,2543.7622986164765
FDG35,OUT017,2540.5216762943714
FDD08,OUT010,-946.3475375603466
NCO07,OUT017,3186.7463608559165
FDJ10,OUT010,613.8694189197508
FDW36,OUT017,1495.2101458911627
FDW21,OUT010,820.5720605037898
FDY19,OUT017,1702.1400350557215
DRE03,OUT013,771.3436637843843
NCC55,OUT049,408.84424783965255
FDH52,OUT010,-710.5468426213674
FDO09,OUT017,3822.4733480000327
FDU43,OUT045,3682.4777247754855
FDX09,OUT010,1141.8040254037278
FDH40,OUT019,105.77464010232484
FDW58,OUT017,1370.342854781576
FDC47,OUT017,3424.0989589916185
NCR41,OUT035,1180.9510578567701
DRG49,OUT035,3924.4614714120185
FDC52,OUT027,3821.663178963947
FDY13,OUT046,1439.9858364932688
FDY35,OUT013,835.0013999357723
FDI35,OUT017,2594.0348082649884
NCU18,OUT049,2432.28607496133
FDY33,OUT018,2713.6545619522103
FDC15,OUT027,3854.2143531755773
FDU01,OUT049,3040.2876021473107
NCU42,OUT046,2803.5661491221463
NCV29,OUT018,3109.0336946455145
NCY30,OUT017,2722.21964975464
FDQ46,OUT049,1774.4896600457905
FDG58,OUT027,3773.262205271306
FDK33,OUT017,3285.26260836864
NCD07,OUT045,1261.4695255346303
NCX29,OUT027,3801.371297081093
NCT42,OUT013,2325.993804087847
DRN59,OUT035,440.6300083104841
FDI44,OUT035,1100.4871954199555
FDA45,OUT049,2530.086760678857
FDP31,OUT045,950.2034822747546
FDY01,OUT046,1906.7932511392703
FDT09,OUT018,2481.580349054988
DRH03,OUT027,2914.2652637648607
FDA36,OUT018,3330.5811852503457
NCF31,OUT017,2259.1953724798896
FDG14,OUT049,2476.4425165778443
FDG28,OUT027,5096.912537914992
FDU14,OUT049,3897.3890597264676
FDY47,OUT019,668.7467295255706
FDI56,OUT049,1629.7408875810515
DRD01,OUT013,965.6709678095544
FDM22,OUT046,1063.294831078301
FDH33,OUT013,451.6512541170307
DRZ24,OUT013,1470.5404131708235
NCQ38,OUT046,1915.2999888281934
FDO16,OUT027,2853.2716203223167
FDU07,OUT027,3834.3172509774117
NCB07,OUT013,2974.3982275690882
FDU48,OUT045,2191.0735618014555
NCM43,OUT045,2727.9021911533387
FDR31,OUT010,746.9885090327184
DRK49,OUT018,911.5663420441797
NCI30,OUT010,2209.0164673882546
DRD60,OUT017,2735.485032143381
NCG19,OUT046,3712.501363525888
FDH12,OUT035,1707.1105302163994
FDM32,OUT035,1166.7452733088492
FDM27,OUT035,2270.119840347942
NCU53,OUT027,3982.875139094586
NCQ18,OUT046,1719.0761751590057
FDS10,OUT013,2616.45049428933
FDB33,OUT027,4074.0196767683706
FDI12,OUT013,1246.5166155724812
NCW42,OUT013,3364.8921770574757
NCC06,OUT018,2461.057168069161
FDW02,OUT017,1755.4330856800589
NCD43,OUT017,1471.5616042881115
FDM57,OUT018,1718.7065939366448
FDA58,OUT017,3193.9641779940116
FDK56,OUT046,2757.921304984431
FDP52,OUT045,3596.9543414026684
FDW20,OUT018,2155.631998617268
FDS52,OUT049,1849.3090270533646
NCT29,OUT018,2246.23872268332
NCL54,OUT013,2105.739750346681
FDC05,OUT045,3176.864781940045
FDF34,OUT035,3159.4294504758004
FDP03,OUT027,3458.5981924389043
FDD32,OUT010,-402.3140205732557
FDZ10,OUT045,1944.8671685458562
FDZ40,OUT035,952.731046525688
FDD51,OUT018,695.0668325914723
NCY30,OUT019,1473.8492159433317
FDP58,OUT017,3044.5040330748875
FDV49,OUT017,4005.0322053927907
FDY24,OUT019,-914.8499540064925
NCO55,OUT017,1579.0330648400009
FDR13,OUT017,1840.5906087423305
FDS51,OUT017,745.2823533442547
FDP26,OUT045,1294.2633227634044
NCB54,OUT027,3527.1176537501237
FDF32,OUT017,2551.475668336342
FDN31,OUT018,3299.760621154971
DRM48,OUT017,418.2524003099795
FDN20,OUT049,2644.829763980041
DRL01,OUT046,3829.015993650482
FDV56,OUT049,1915.509769806272
DRH13,OUT027,3256.6720299369736
FDA03,OUT017,2025.1462172983197
FDF47,OUT027,4837.766695996336
FDX32,OUT046,2403.1901857004896
FDX57,OUT049,1563.3484393232175
NCA30,OUT045,2793.641062171087
FDO49,OUT013,686.2659391692584
FDL04,OUT019,214.7507869893443
DRM48,OUT035,583.0473796130543
FDR16,OUT013,3157.7323474534082
NCC19,OUT018,3231.9216183687554
NCE42,OUT045,3576.6659830844173
FDY24,OUT017,534.0426699126576
FDH19,OUT049,2908.6695339446815
FDJ46,OUT013,2375.7665526411097
FDN45,OUT010,1694.4239323540323
FDY08,OUT035,2240.5236922769463
FDZ37,OUT035,1134.9620170530645
NCT30,OUT045,862.9497984162656
DRY23,OUT018,1094.9740771958193
NCZ30,OUT018,2244.6663362994423
FDC44,OUT018,1884.254191087083
FDB45,OUT035,1664.6581077507822
FDY04,OUT013,2592.361039008599
FDM27,OUT046,2594.5972596021224
FDZ43,OUT017,3564.5263228677127
FDT39,OUT019,1252.3062816133988
NCC06,OUT019,777.5928825661599
FDL15,OUT027,3972.931382105372
FDL57,OUT017,3918.3103376008507
FDU08,OUT046,1705.0631984054482
FDK40,OUT017,3469.9930040784825
FDQ12,OUT010,2013.2526179839183
FDS48,OUT017,2037.052422519111
FDP09,OUT045,3445.965057552731
FDW21,OUT049,1519.5340453346269
FDY25,OUT035,2527.074268146622
DRE13,OUT017,1342.471738610608
FDV43,OUT019,-703.2417303686966
FDD22,OUT045,1771.357498618145
FDM46,OUT019,95.78756190663648
NCO30,OUT010,1130.2956895689663
FDM25,OUT046,2959.236429473015
NCN41,OUT049,2144.637710422455
FDU24,OUT045,1173.571333171264
FDZ50,OUT046,3098.3880001578746
FDP45,OUT013,3972.0989142695475
NCM54,OUT045,1971.8127738143728
FDW10,OUT019,998.5432948565694
FDP20,OUT017,1748.2690838877604
FDK32,OUT046,2500.9288491070893
FDN52,OUT049,1531.494833700289
FDM58,OUT045,1737.858467285207
FDZ46,OUT027,3123.314340768221
NCA18,OUT018,2190.555247209598
FDD35,OUT046,1851.8034080804705
NCK31,OUT035,880.5122893762109
FDI40,OUT027,3085.6133942696483
FDT50,OUT019,82.62923212819533
NCT06,OUT046,2662.0650981729514
FDT31,OUT035,3033.8997978826187
FDT45,OUT049,828.0116608140595
FDT13,OUT045,2854.318699177865
FDO50,OUT045,1114.1342599311554
NCU18,OUT010,608.6133773536558
NCR54,OUT049,3009.959552977166
NCO18,OUT018,3239.73759461466
FDU09,OUT045,1007.9352975325387
FDT13,OUT018,3170.3006060304624
FDE09,OUT046,1980.5692544836909
NCK53,OUT019,159.54594116642102
FDG45,OUT049,3349.5002368801684
DRH15,OUT035,568.9817975682229
FDO21,OUT019,2259.0822393486515
FDD14,OUT027,4351.814985647399
FDC09,OUT046,1931.9615058036534
FDH45,OUT027,2208.411235809588
FDV32,OUT046,1253.5033791434332
FDG12,OUT035,1438.9701482032035
FDS32,OUT013,2190.9408286667494
NCL55,OUT018,3917.366575641362
DRE01,OUT035,3746.3261337360614
DRE15,OUT049,1231.517490858449
NCL42,OUT045,3791.328749693458
FDP31,OUT013,846.4784347029429
FDN33,OUT018,1739.0883601208616
FDZ59,OUT046,2917.402430485826
FDE45,OUT010,1012.5555041127172
FDJ07,OUT013,1706.2850533774813
FDQ45,OUT018,3017.7097961220534
FDM33,OUT027,4736.3671925416
FDO15,OUT010,-279.7123474446298
FDM46,OUT013,1434.01237197166
FDR03,OUT045,3032.1701783924645
FDY49,OUT018,3053.7390111842906
FDQ60,OUT045,1945.460645603307
FDW10,OUT049,2778.4140376768514
FDO51,OUT049,775.7923772283505
FDJ40,OUT018,2022.2315197169721
FDS20,OUT018,3107.110872381577
FDU45,OUT013,1883.4289020836763
FDV02,OUT035,2530.945748280289
FDN09,OUT046,3864.5020236180108
NCM55,OUT027,4385.974520829881
FDN23,OUT018,2567.227361392118
FDY31,OUT010,709.6075348315044
FDW03,OUT010,191.96713263634865
FDD14,OUT046,3081.4401559449952
FDV23,OUT017,1641.2872377436518
DRI03,OUT045,2668.896712587231
FDN13,OUT035,1486.386099620561
FDF45,OUT027,2417.95960020376
FDU46,OUT035,1464.931061644408
FDB57,OUT049,3701.992753650206
FDV12,OUT049,1656.888684558758
FDQ58,OUT013,1847.2631540299112
NCA18,OUT017,1663.1575892752894
FDH52,OUT049,1085.3639800599367
FDM24,OUT018,2593.7667579595945
NCP43,OUT027,4335.697386915216
NCO18,OUT019,1559.1447483032975
FDM32,OUT017,1011.5319856724327
NCL07,OUT017,321.9975108869635
FDK03,OUT013,3959.7172337638203
FDP59,OUT017,1582.6495568670766
FDQ24,OUT049,3937.1536616089893
FDQ16,OUT018,2090.504139618047
FDU44,OUT013,2547.494221761053
FDH28,OUT010,-1188.1497713314584
FDV28,OUT019,-1225.398332868346
FDM22,OUT045,926.1193574941738
FDR56,OUT046,3311.653463646472
FDV39,OUT049,2971.0023507824562
FDU37,OUT019,-362.1051929956461
FDQ11,OUT010,3184.397001067953
FDX02,OUT045,3426.3732902318743
NCS42,OUT018,1812.8153625929342
FDY57,OUT027,2874.0869451248004
FDB21,OUT049,3710.5565022270684
FDE28,OUT017,3241.35897663965
FDQ55,OUT017,1610.71367933857
FDA48,OUT049,3472.845905874742
FDZ19,OUT045,2751.370545317862
NCC43,OUT045,3807.998973495048
NCV18,OUT046,1496.459470465711
NCA42,OUT018,2505.5565165159487
FDY45,OUT046,3885.7748472522576
NCC30,OUT045,2850.3640434801287
FDM57,OUT013,1368.0360910609106
FDL09,OUT010,977.2875131497108
FDB09,OUT027,3537.8645567181725
FDT44,OUT035,1715.0455178272318
NCT06,OUT027,3912.9020420429633
FDX26,OUT049,2937.385970215066
FDK32,OUT013,2269.9339467802306
DRA12,OUT046,2158.49022779888
FDO46,OUT010,1058.7916537846977
FDE52,OUT013,1098.8609894852902
NCH42,OUT045,3733.5674474690704
FDV08,OUT035,170.51835336002978
FDB47,OUT018,3637.7267196837893
FDC28,OUT010,-531.9279480914306
FDD22,OUT046,1986.6663184386791
FDS07,OUT027,2952.9948011480024
DRI13,OUT045,3388.5255910557084
FDG32,OUT018,3746.132768192113
FDU14,OUT017,3599.7876750843393
FDD28,OUT019,-1033.693587390771
NCP41,OUT017,1667.9342944203522
FDS08,OUT049,2971.3637465500983
FDX47,OUT045,2672.5453149104724
FDC53,OUT019,414.377498874363
FDQ19,OUT035,3696.3933069529025
FDL14,OUT045,2631.631492173594
FDM33,OUT019,1775.980039915365
FDA51,OUT045,1701.2018624778123
FDZ27,OUT018,879.5110355273271
FDT04,OUT046,533.8365126653073
DRC13,OUT049,1903.727103938772
FDR16,OUT027,4715.775050413364
FDQ03,OUT027,5017.58496831197
FDE38,OUT035,2644.197946904267
DRH23,OUT027,2299.4858238097104
FDT11,OUT019,1800.7818772435794
FDD09,OUT035,2668.5854835264563
FDR40,OUT045,1335.4634634182034
FDX07,OUT017,2259.396938664435
FDR07,OUT035,1573.4616136589414
FDA51,OUT017,1517.251867841505
FDT59,OUT019,2194.1252875122505
FDF20,OUT017,2992.956807905481
FDR13,OUT045,2011.0965284929555
FDY26,OUT049,3493.3789006667544
FDW04,OUT017,1628.1622473534126
FDK52,OUT017,3168.8921650869015
FDN60,OUT049,2582.9944780966957
FDM09,OUT019,1457.5519001873272
FDP46,OUT049,1171.6018772300374
FDB50,OUT019,-235.5396064149022
NCQ29,OUT049,4094.3460627329378
FDP16,OUT027,5320.175929900928
FDX33,OUT018,2788.0246489909327
FDP07,OUT010,2154.5768674710207
FDN22,OUT046,3820.8486472535533
FDF39,OUT049,4205.5271752808985
FDS21,OUT017,966.901243663169
NCM42,OUT013,1674.2717402164792
FDK50,OUT019,969.4104234338538
DRF13,OUT027,3700.976200842393
FDH35,OUT018,2750.8047782935464
FDP60,OUT018,1318.6503608000846
DRJ49,OUT027,3291.541737728927
NCT42,OUT019,1008.7194635869355
FDE38,OUT049,2795.3086283773955
FDI04,OUT049,3371.708866429535
NCH54,OUT045,2594.599962354612
FDT56,OUT049,1170.1806904904802
DRD15,OUT018,4100.213502873907
FDV58,OUT013,2834.2566609086275
FDP21,OUT049,3236.1852565621357
FDH05,OUT013,3627.7938610965707
FDR10,OUT027,4043.866074100339
NCP06,OUT045,2380.5641334246875
FDF33,OUT049,1693.1396474991668
DRK37,OUT013,2867.4200966117287
DRH49,OUT045,1325.2276681774536
FDT58,OUT013,2569.180718150838
FDD41,OUT018,1933.0238163424515
FDP40,OUT018,2183.4419297831337
FDM51,OUT027,3027.115467911714
FDO45,OUT010,-282.7292710897141
FDW33,OUT010,-99.70249363960647
FDY24,OUT045,819.8240809261035
FDB10,OUT010,1692.0342765679288
FDM40,OUT035,1977.8684815327194
NCI06,OUT017,2756.136972533641
FDW12,OUT019,886.0476426146888
FDX48,OUT027,4056.194661012463
NCW05,OUT027,3084.7000573703526
FDX27,OUT017,1187.6410651475228
DRM37,OUT045,3101.0484047702284
FDA38,OUT045,3927.163907497853
FDR36,OUT046,887.8270349592183
FDZ45,OUT046,3282.8635156943888
FDG05,OUT017,2045.1174116130423
FDK28,OUT013,4000.905978502053
FDV47,OUT045,1248.41569641847
FDN21,OUT045,2392.9844112187557
FDP20,OUT027,3379.37594642627
FDI35,OUT045,2793.1496546919375
DRY23,OUT013,728.9231220591616
FDA56,OUT017,1813.0300232497934
FDB09,OUT013,1993.3763695679902
NCO26,OUT027,3313.7696159057155
FDQ49,OUT018,2822.2901355942413
FDI52,OUT027,3261.9996663685765
FDZ44,OUT027,3431.556972303329
FDZ09,OUT018,2883.7695400457383
FDY03,OUT049,2038.3626264815664
NCG42,OUT017,1720.1776082916913
DRI13,OUT027,4848.2808916379245
FDQ32,OUT013,2006.3700993699763
FDW16,OUT035,1568.9216425106317
FDU27,OUT046,784.4042402871769
FDR28,OUT010,916.7313232048577
FDQ49,OUT010,747.4843078933436
FDS37,OUT046,2078.035964947085
FDW26,OUT018,3896.9893716333763
FDX12,OUT018,3829.4887899707583
NCP06,OUT013,2322.7924991850978
FDW45,OUT010,565.9026685822396
NCN30,OUT049,1651.5977985445227
FDN24,OUT049,957.092277755866
NCL41,OUT027,2034.095687252155
FDR02,OUT019,527.0497167504359
FDD09,OUT010,881.770898102226
FDS33,OUT010,516.4974563941944
FDU22,OUT045,1750.0381704017311
FDI53,OUT013,2357.126373914477
DRH01,OUT049,2902.0886866311116
FDX32,OUT013,2086.946591456473
NCP30,OUT018,892.5948191796094
FDB60,OUT045,3212.390452660249
FDB14,OUT049,1474.9840795928212
NCP02,OUT035,1005.0036682900859
FDJ10,OUT017,2137.834546400948
FDG34,OUT046,1935.1210320635348
NCB18,OUT017,1308.4874017399957
FDM16,OUT049,1295.5157650121373
FDW25,OUT018,1706.315842809591
FDB35,OUT010,-103.68438823056795
DRN11,OUT013,2068.909079594884
FDF41,OUT019,2539.3476585883836
FDH16,OUT045,1441.025315504104
NCQ50,OUT018,3360.1337149050055
DRH23,OUT018,1167.7095402458237
DRJ37,OUT013,2277.2052085798737
DRJ24,OUT027,4449.983387066667
FDY16,OUT035,2539.0693163954825
FDQ27,OUT045,1629.9381154839798
FDZ33,OUT045,2195.634388960647
FDF29,OUT045,2185.392733527542
FDA08,OUT049,2614.6814227544724
FDG31,OUT046,1172.3840220225463
FDE34,OUT019,2418.0256949364175
NCR30,OUT027,2583.111567280576
FDV33,OUT035,3997.0327612655815
DRZ24,OUT018,2176.7433920161975
NCL54,OUT035,2082.327161664202
FDR12,OUT049,3004.9451871527285
NCC54,OUT046,4039.243698664728
DRN59,OUT013,629.6270718944313
FDX50,OUT019,465.9885187555501
FDV31,OUT027,4084.673146144911
NCA29,OUT027,4164.0382702042525
FDW60,OUT049,2902.1824265339897
FDX08,OUT017,2804.996317182828
DRD49,OUT013,3508.485030729337
FDD33,OUT046,3440.3500203517615
FDW35,OUT013,693.0201922393787
FDJ36,OUT017,1464.659390347951
FDV51,OUT035,2608.403968375892
FDW36,OUT046,1915.3787874342313
FDH35,OUT046,2645.8433139643507
NCS30,OUT027,3355.7203308303556
FDN49,OUT017,460.6311673414466
FDL08,OUT018,3884.666824019547
FDI09,OUT013,3389.926723341178
FDP19,OUT018,1938.2475666757955
FDU21,OUT010,-1021.1137137802341
NCP41,OUT045,1836.8553839129402
FDY10,OUT013,1746.5140050364284
FDP12,OUT018,906.2030304470718
NCN26,OUT049,1626.3849705430773
FDK44,OUT013,2495.822056651934
FDC28,OUT049,1536.5949590850464
FDJ41,OUT027,5705.334797273209
NCT29,OUT035,1940.6766966233267
NCH42,OUT019,2356.4566301270766
FDU60,OUT018,2853.6530427045545
FDS02,OUT045,2713.6179628756518
FDC51,OUT046,2097.141358356297
FDU03,OUT013,2685.409319509166
FDX39,OUT045,3410.77296553877
NCY05,OUT010,-1120.1315433239017
NCL06,OUT027,5519.0759688736125
FDD32,OUT035,1212.094616879053
NCN41,OUT045,2043.344484525757
NCX53,OUT049,2218.158736027098
FDU57,OUT019,1130.6607049053468
FDQ23,OUT046,1908.0588254869026
FDQ52,OUT045,3876.0954007908977
FDC14,OUT045,712.7799028422344
FDY09,OUT035,2733.4042646679995
FDQ28,OUT045,2502.2803938379066
FDV25,OUT046,3550.95152053924
FDJ07,OUT035,1697.1406099485246
DRB25,OUT049,1920.338437737556
FDK52,OUT019,1766.4661309418748
FDY52,OUT027,2341.353862571888
FDB28,OUT046,3299.3760231796514
FDT36,OUT035,205.27006616633844
FDV25,OUT017,3184.2123821055307
NCN07,OUT027,3615.5185162842604
FDC57,OUT017,2996.1500106638164
FDQ03,OUT018,3891.293321356763
FDU23,OUT017,2328.2257233651417
NCX41,OUT035,3185.142153092279
NCD06,OUT035,709.9998857292328
FDW08,OUT045,1338.2724884243235
NCU29,OUT017,2222.741914408604
NCE06,OUT013,2542.0577739140253
FDV52,OUT010,19.52472754942528
FDB02,OUT017,2585.6406681316134
NCR18,OUT045,646.4458616144498
FDK16,OUT049,1492.0943198187156
NCQ29,OUT010,2169.9104122681606
FDZ01,OUT019,548.3487113713095
FDW27,OUT035,2297.5991481757383
FDD17,OUT018,4048.088344123535
FDW39,OUT013,2274.7978350635103
DRH59,OUT045,1071.8388779757245
FDS52,OUT013,1691.5061133149616
FDU40,OUT027,4622.314896005618
NCF54,OUT013,2756.288656567823
FDH46,OUT045,1737.634785569914
NCP14,OUT049,1731.9008234619089
FDH50,OUT049,2926.9914396796817
DRF15,OUT010,665.5336103783729
FDV27,OUT027,3060.074870304024
NCJ06,OUT049,2112.2762645910316
FDN02,OUT018,3545.630349248182
FDQ51,OUT049,602.1877570379845
FDQ07,OUT017,3363.518744733131
FDS45,OUT049,1965.9963749726319
NCJ06,OUT045,2028.0437230810783
FDD36,OUT035,1858.4154647198275
FDY25,OUT045,2602.5158179614846
FDU52,OUT046,2515.1316941461005
DRK47,OUT017,3425.661726208859
NCL30,OUT017,1748.8196835931135
