Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV44,OUT027,5669.163351428566
FDG02,OUT049,3087.5075112820527
FDA09,OUT013,2736.968429875517
FDT04,OUT013,544.79085
FDL58,OUT019,542.9755395973152
FDE52,OUT045,1364.0491539906104
FDW12,OUT035,2384.015126168224
FDL51,OUT017,3753.0000993630583
NCY42,OUT027,3175.335988157896
FDR07,OUT017,1517.6348566210045
FDN40,OUT045,2384.015126168224
FDB35,OUT027,2513.0798546666674
FDA22,OUT017,2384.015126168224
NCL06,OUT046,4027.340974999998
FDI35,OUT013,3389.2269793548357
NCW42,OUT045,3753.0000993630583
NCX06,OUT049,2736.968429875517
FDC37,OUT027,3175.335988157896
FDZ14,OUT018,1936.5082478260865
DRG49,OUT049,3593.1412351254476
NCG06,OUT045,4027.340974999998
DRC36,OUT045,2997.407679041916
FDV21,OUT019,286.4177705128206
FDB53,OUT046,2539.394235877859
DRP47,OUT019,542.9755395973152
FDA14,OUT013,2346.6487869387747
DRC24,OUT035,2539.394235877859
FDW21,OUT018,1740.986152857143
NCH29,OUT046,1517.6348566210045
FDU58,OUT013,3087.5075112820527
FDY27,OUT017,2736.968429875517
FDV56,OUT035,1740.986152857143
FDT59,OUT046,4109.900606217618
FDB23,OUT046,3753.0000993630583
FDR49,OUT045,754.5960957264962
FDB03,OUT010,542.9755395973152
FDN39,OUT045,2811.181403212853
FDX02,OUT027,5669.163351428566
FDQ16,OUT027,3175.335988157896
FDU35,OUT018,1517.6348566210045
NCT29,OUT013,1936.5082478260865
FDZ27,OUT046,754.5960957264962
FDN57,OUT017,2054.2157066202103
FDA03,OUT018,2346.6487869387747
FDZ36,OUT045,3389.2269793548357
NCU05,OUT013,1248.2233455555556
FDT39,OUT018,2346.6487869387747
FDK60,OUT017,1517.6348566210045
FDZ25,OUT017,2811.181403212853
FDG12,OUT046,2202.2990201117314
DRB01,OUT019,542.9755395973152
NCC43,OUT027,5669.163351428566
FDX13,OUT019,542.9755395973152
FDM22,OUT049,876.32057979798
FDJ03,OUT027,1378.2631852760733
FDU14,OUT018,3327.952582926828
FDB33,OUT010,384.4886739837402
FDP27,OUT046,3087.5075112820527
FDO38,OUT010,130.33349056603774
FDE28,OUT027,5669.163351428566
FDO27,OUT035,1517.6348566210045
DRL23,OUT027,3175.335988157896
FDS28,OUT046,876.32057979798
FDX24,OUT013,1248.2233455555556
FDZ02,OUT035,1517.6348566210045
FDL46,OUT045,1874.430959859155
FDS60,OUT027,5669.163351428566
NCO06,OUT017,544.79085
FDO16,OUT035,1364.0491539906104
FDC60,OUT049,1443.524701863354
FDA48,OUT018,3327.952582926828
FDZ36,OUT027,5669.163351428566
FDK27,OUT045,2202.2990201117314
FDW23,OUT018,544.79085
FDM14,OUT018,1583.2723999999996
FDM14,OUT013,1583.2723999999996
FDW60,OUT018,2736.968429875517
FDE21,OUT013,1874.430959859155
NCM42,OUT035,1740.986152857143
FDY59,OUT010,230.00859181286557
DRI49,OUT049,1248.2233455555556
FDT28,OUT019,384.4886739837402
FDQ22,OUT018,544.79085
FDR60,OUT049,1248.2233455555556
FDC50,OUT019,230.00859181286557
FDV24,OUT013,2346.6487869387747
DRF48,OUT010,542.9755395973152
FDQ47,OUT046,643.5588362068967
DRN36,OUT049,1517.6348566210045
NCY06,OUT035,2054.2157066202103
FDE52,OUT035,1364.0491539906104
NCB54,OUT045,2054.2157066202103
NCF31,OUT035,2539.394235877859
FDJ08,OUT027,5669.163351428566
NCC07,OUT017,1740.986152857143
NCD19,OUT027,1378.2631852760733
FDL46,OUT049,1874.430959859155
FDM20,OUT045,4109.900606217618
NCI06,OUT010,384.4886739837402
DRM11,OUT035,4425.298447058826
NCH07,OUT018,2346.6487869387747
FDS23,OUT013,1936.5082478260865
FDO49,OUT018,754.5960957264962
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1364.0491539906104
DRI39,OUT049,876.32057979798
FDV04,OUT017,2384.015126168224
NCN14,OUT035,2880.9695613636372
FDH08,OUT013,4109.900606217618
FDS20,OUT046,3389.2269793548357
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,230.00859181286557
FDS24,OUT027,2513.0798546666674
FDK44,OUT049,2997.407679041916
FDS48,OUT045,2539.394235877859
FDK26,OUT010,542.9755395973152
FDD23,OUT045,3087.5075112820527
NCH54,OUT017,2811.181403212853
NCP14,OUT010,230.00859181286557
FDM60,OUT010,130.33349056603774
FDV24,OUT017,2384.015126168224
FDH08,OUT018,3327.952582926828
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428566
FDP12,OUT027,1378.2631852760733
DRF60,OUT027,5669.163351428566
FDC09,OUT035,1740.986152857143
FDF50,OUT018,3087.5075112820527
FDG28,OUT035,4109.900606217618
NCE19,OUT017,876.32057979798
NCM53,OUT010,230.00859181286557
NCN18,OUT049,1740.986152857143
FDF32,OUT035,3087.5075112820527
FDF11,OUT013,4109.900606217618
DRI59,OUT049,3753.0000993630583
NCG54,OUT035,2811.181403212853
FDM44,OUT046,1583.2723999999996
FDT57,OUT018,3327.952582926828
FDV24,OUT046,2384.015126168224
FDI50,OUT019,542.9755395973152
FDS09,OUT035,754.5960957264962
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,542.9755395973152
FDC22,OUT017,3087.5075112820527
FDZ56,OUT046,2811.181403212853
FDZ40,OUT019,130.33349056603774
FDS46,OUT027,3175.335988157896
DRD24,OUT045,2202.2990201117314
FDV45,OUT017,3087.5075112820527
FDL26,OUT045,2539.394235877859
FDA56,OUT018,1936.5082478260865
FDN27,OUT046,1874.430959859155
FDM20,OUT049,4109.900606217618
FDO16,OUT017,1364.0491539906104
FDL03,OUT035,2880.9695613636372
FDE58,OUT046,1874.430959859155
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603774
FDR03,OUT018,3327.952582926828
FDB14,OUT017,1364.0491539906104
FDR45,OUT013,4109.900606217618
NCN07,OUT017,2202.2990201117314
FDM51,OUT019,230.00859181286557
FDT52,OUT027,5669.163351428566
FDL26,OUT046,2539.394235877859
NCZ42,OUT046,4109.900606217618
DRI47,OUT019,384.4886739837402
FDW40,OUT013,1936.5082478260865
FDN34,OUT046,2811.181403212853
FDS01,OUT035,2736.968429875517
NCG55,OUT045,1874.430959859155
FDC11,OUT035,1364.0491539906104
FDX35,OUT018,3327.952582926828
NCB06,OUT046,2811.181403212853
FDR09,OUT019,542.9755395973152
FDC53,OUT017,1517.6348566210045
FDY45,OUT013,4425.298447058826
FDA22,OUT010,384.4886739837402
FDE02,OUT035,1517.6348566210045
FDW21,OUT045,1740.986152857143
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1740.986152857143
NCW17,OUT017,2202.2990201117314
NCK54,OUT046,1874.430959859155
FDG17,OUT019,542.9755395973152
FDG35,OUT017,2997.407679041916
FDD08,OUT010,130.33349056603774
NCO07,OUT017,3753.0000993630583
FDJ10,OUT010,286.4177705128206
FDW36,OUT017,1583.2723999999996
FDW21,OUT010,230.00859181286557
FDY19,OUT017,1874.430959859155
DRE03,OUT013,754.5960957264962
NCC55,OUT049,643.5588362068967
FDH52,OUT010,130.33349056603774
FDO09,OUT017,4425.298447058826
FDU43,OUT045,4109.900606217618
FDX09,OUT010,384.4886739837402
FDH40,OUT019,230.00859181286557
FDW58,OUT017,1583.2723999999996
FDC47,OUT017,3593.1412351254476
NCR41,OUT035,1517.6348566210045
DRG49,OUT035,3593.1412351254476
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,544.79085
FDI35,OUT017,3389.2269793548357
NCU18,OUT049,2054.2157066202103
FDY33,OUT018,2346.6487869387747
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2880.9695613636372
NCU42,OUT046,2811.181403212853
NCV29,OUT018,2736.968429875517
NCY30,OUT017,2880.9695613636372
FDQ46,OUT049,1583.2723999999996
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3753.0000993630583
NCD07,OUT045,1874.430959859155
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2346.6487869387747
DRN59,OUT035,754.5960957264962
FDI44,OUT035,1364.0491539906104
FDA45,OUT049,2736.968429875517
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1874.430959859155
FDT09,OUT018,1936.5082478260865
DRH03,OUT027,2513.0798546666674
FDA36,OUT018,3087.5075112820527
NCF31,OUT017,2539.394235877859
FDG14,OUT049,2539.394235877859
FDG28,OUT027,5669.163351428566
FDU14,OUT049,4027.340974999998
FDY47,OUT019,286.4177705128206
FDI56,OUT049,1443.524701863354
DRD01,OUT013,876.32057979798
FDM22,OUT046,876.32057979798
FDH33,OUT013,544.79085
DRZ24,OUT013,1874.430959859155
NCQ38,OUT046,1740.986152857143
FDO16,OUT027,2513.0798546666674
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2880.9695613636372
FDU48,OUT045,2054.2157066202103
NCM43,OUT045,2811.181403212853
FDR31,OUT010,384.4886739837402
DRK49,OUT018,544.79085
NCI30,OUT010,542.9755395973152
DRD60,OUT017,3389.2269793548357
NCG19,OUT046,3593.1412351254476
FDH12,OUT035,1583.2723999999996
FDM32,OUT035,1364.0491539906104
FDM27,OUT035,2539.394235877859
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1517.6348566210045
FDS10,OUT013,2736.968429875517
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1248.2233455555556
NCW42,OUT013,3753.0000993630583
NCC06,OUT018,1936.5082478260865
FDW02,OUT017,2202.2990201117314
NCD43,OUT017,1740.986152857143
FDM57,OUT018,1248.2233455555556
FDA58,OUT017,3593.1412351254476
FDK56,OUT046,3389.2269793548357
FDP52,OUT045,4109.900606217618
FDW20,OUT018,1936.5082478260865
FDS52,OUT049,1583.2723999999996
NCT29,OUT018,1936.5082478260865
NCL54,OUT013,2736.968429875517
FDC05,OUT045,3087.5075112820527
FDF34,OUT035,3087.5075112820527
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.00859181286557
FDZ10,OUT045,2054.2157066202103
FDZ40,OUT035,876.32057979798
FDD51,OUT018,544.79085
NCY30,OUT019,384.4886739837402
FDP58,OUT017,3593.1412351254476
FDV49,OUT017,4425.298447058826
FDY24,OUT019,130.33349056603774
NCO55,OUT017,1740.986152857143
FDR13,OUT017,1874.430959859155
FDS51,OUT017,876.32057979798
FDP26,OUT045,1583.2723999999996
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.5075112820527
FDN31,OUT018,3087.5075112820527
DRM48,OUT017,544.79085
FDN20,OUT049,2811.181403212853
DRL01,OUT046,3593.1412351254476
FDV56,OUT049,1740.986152857143
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.394235877859
FDF47,OUT027,5669.163351428566
FDX32,OUT046,2539.394235877859
FDX57,OUT049,1517.6348566210045
NCA30,OUT045,2880.9695613636372
FDO49,OUT013,754.5960957264962
FDL04,OUT019,230.00859181286557
DRM48,OUT035,643.5588362068967
FDR16,OUT013,3593.1412351254476
NCC19,OUT018,3087.5075112820527
NCE42,OUT045,4109.900606217618
FDY24,OUT017,876.32057979798
FDH19,OUT049,2736.968429875517
FDJ46,OUT013,2997.407679041916
FDN45,OUT010,542.9755395973152
FDY08,OUT035,2054.2157066202103
FDZ37,OUT035,1364.0491539906104
NCT30,OUT045,754.5960957264962
DRY23,OUT018,544.79085
NCZ30,OUT018,1936.5082478260865
FDC44,OUT018,1874.430959859155
FDB45,OUT035,1583.2723999999996
FDY04,OUT013,2346.6487869387747
FDM27,OUT046,2811.181403212853
FDZ43,OUT017,4109.900606217618
FDT39,OUT019,384.4886739837402
NCC06,OUT019,286.4177705128206
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4425.298447058826
FDU08,OUT046,1517.6348566210045
FDK40,OUT017,4425.298447058826
FDQ12,OUT010,542.9755395973152
FDS48,OUT017,2539.394235877859
FDP09,OUT045,3753.0000993630583
FDW21,OUT049,1517.6348566210045
FDY25,OUT035,3389.2269793548357
DRE13,OUT017,1443.524701863354
FDV43,OUT019,130.33349056603774
FDD22,OUT045,1583.2723999999996
FDM46,OUT019,230.00859181286557
NCO30,OUT010,542.9755395973152
FDM25,OUT046,2997.407679041916
NCN41,OUT049,2054.2157066202103
FDU24,OUT045,1364.0491539906104
FDZ50,OUT046,3389.2269793548357
FDP45,OUT013,4425.298447058826
NCM54,OUT045,2054.2157066202103
FDW10,OUT019,384.4886739837402
FDP20,OUT017,2054.2157066202103
FDK32,OUT046,2539.394235877859
FDN52,OUT049,1248.2233455555556
FDM58,OUT045,1740.986152857143
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.430959859155
FDD35,OUT046,2202.2990201117314
NCK31,OUT035,754.5960957264962
FDI40,OUT027,2513.0798546666674
FDT50,OUT019,230.00859181286557
NCT06,OUT046,2811.181403212853
FDT31,OUT035,2880.9695613636372
FDT45,OUT049,876.32057979798
FDT13,OUT045,3087.5075112820527
FDO50,OUT045,1364.0491539906104
NCU18,OUT010,286.4177705128206
NCR54,OUT049,3087.5075112820527
NCO18,OUT018,2736.968429875517
FDU09,OUT045,876.32057979798
FDT13,OUT018,3087.5075112820527
FDE09,OUT046,1583.2723999999996
NCK53,OUT019,230.00859181286557
FDG45,OUT049,3593.1412351254476
DRH15,OUT035,643.5588362068967
FDO21,OUT019,542.9755395973152
FDD14,OUT027,5669.163351428566
FDC09,OUT046,1740.986152857143
FDH45,OUT027,1378.2631852760733
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,1874.430959859155
FDS32,OUT013,1936.5082478260865
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3593.1412351254476
DRE15,OUT049,1248.2233455555556
NCL42,OUT045,4109.900606217618
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1248.2233455555556
FDZ59,OUT046,2384.015126168224
FDE45,OUT010,384.4886739837402
FDJ07,OUT013,1874.430959859155
FDQ45,OUT018,3389.2269793548357
FDM33,OUT027,5669.163351428566
FDO15,OUT010,130.33349056603774
FDM46,OUT013,1443.524701863354
FDR03,OUT045,3753.0000993630583
FDY49,OUT018,2346.6487869387747
FDQ60,OUT045,1874.430959859155
FDW10,OUT049,2736.968429875517
FDO51,OUT049,643.5588362068967
FDJ40,OUT018,1740.986152857143
FDS20,OUT018,3389.2269793548357
FDU45,OUT013,1874.430959859155
FDV02,OUT035,2811.181403212853
FDN09,OUT046,4109.900606217618
NCM55,OUT027,5669.163351428566
FDN23,OUT018,2346.6487869387747
FDY31,OUT010,384.4886739837402
FDW03,OUT010,230.00859181286557
FDD14,OUT046,2880.9695613636372
FDV23,OUT017,2054.2157066202103
DRI03,OUT045,2736.968429875517
FDN13,OUT035,1517.6348566210045
FDF45,OUT027,1378.2631852760733
FDU46,OUT035,1364.0491539906104
FDB57,OUT049,3753.0000993630583
FDV12,OUT049,1517.6348566210045
FDQ58,OUT013,2346.6487869387747
NCA18,OUT017,1874.430959859155
FDH52,OUT049,876.32057979798
FDM24,OUT018,2346.6487869387747
NCP43,OUT027,5669.163351428566
NCO18,OUT019,384.4886739837402
FDM32,OUT017,1364.0491539906104
NCL07,OUT017,544.79085
FDK03,OUT013,4425.298447058826
FDP59,OUT017,1740.986152857143
FDQ24,OUT049,4027.340974999998
FDQ16,OUT018,1583.2723999999996
FDU44,OUT013,2346.6487869387747
FDH28,OUT010,130.33349056603774
FDV28,OUT019,130.33349056603774
FDM22,OUT045,876.32057979798
FDR56,OUT046,3087.5075112820527
FDV39,OUT049,3087.5075112820527
FDU37,OUT019,130.33349056603774
FDQ11,OUT010,542.9755395973152
FDX02,OUT045,3753.0000993630583
NCS42,OUT018,1248.2233455555556
FDY57,OUT027,2513.0798546666674
FDB21,OUT049,3593.1412351254476
FDE28,OUT017,3593.1412351254476
FDQ55,OUT017,1874.430959859155
FDA48,OUT049,3593.1412351254476
FDZ19,OUT045,2997.407679041916
NCC43,OUT045,4027.340974999998
NCV18,OUT046,1443.524701863354
NCA42,OUT018,2346.6487869387747
FDY45,OUT046,4027.340974999998
NCC30,OUT045,2736.968429875517
FDM57,OUT013,1443.524701863354
FDL09,OUT010,384.4886739837402
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.430959859155
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3389.2269793548357
FDK32,OUT013,2346.6487869387747
DRA12,OUT046,2202.2990201117314
FDO46,OUT010,542.9755395973152
FDE52,OUT013,1248.2233455555556
NCH42,OUT045,4109.900606217618
FDV08,OUT035,643.5588362068967
FDB47,OUT018,3327.952582926828
FDC28,OUT010,230.00859181286557
FDD22,OUT046,1874.430959859155
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3753.0000993630583
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4425.298447058826
FDD28,OUT019,130.33349056603774
NCP41,OUT017,1740.986152857143
FDS08,OUT049,2736.968429875517
FDX47,OUT045,2384.015126168224
FDC53,OUT019,230.00859181286557
FDQ19,OUT035,4109.900606217618
FDL14,OUT045,2384.015126168224
FDM33,OUT019,542.9755395973152
FDA51,OUT045,1874.430959859155
FDZ27,OUT018,754.5960957264962
FDT04,OUT046,643.5588362068967
DRC13,OUT049,2202.2990201117314
FDR16,OUT027,5669.163351428566
FDQ03,OUT027,5669.163351428566
FDE38,OUT035,2384.015126168224
DRH23,OUT027,1378.2631852760733
FDT11,OUT019,542.9755395973152
FDD09,OUT035,2736.968429875517
FDR40,OUT045,1364.0491539906104
FDX07,OUT017,2880.9695613636372
FDR07,OUT035,1517.6348566210045
FDA51,OUT017,1874.430959859155
FDT59,OUT019,542.9755395973152
FDF20,OUT017,3087.5075112820527
FDR13,OUT045,1874.430959859155
FDY26,OUT049,3753.0000993630583
FDW04,OUT017,2054.2157066202103
FDK52,OUT017,3593.1412351254476
FDN60,OUT049,2811.181403212853
FDM09,OUT019,384.4886739837402
FDP46,OUT049,1248.2233455555556
FDB50,OUT019,130.33349056603774
NCQ29,OUT049,4027.340974999998
FDP16,OUT027,5669.163351428566
FDX33,OUT018,2346.6487869387747
FDP07,OUT010,542.9755395973152
FDN22,OUT046,4027.340974999998
FDF39,OUT049,4027.340974999998
FDS21,OUT017,876.32057979798
NCM42,OUT013,1740.986152857143
FDK50,OUT019,384.4886739837402
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2346.6487869387747
FDP60,OUT018,1517.6348566210045
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.4886739837402
FDE38,OUT049,2384.015126168224
FDI04,OUT049,3087.5075112820527
NCH54,OUT045,2811.181403212853
FDT56,OUT049,876.32057979798
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2880.9695613636372
FDP21,OUT049,3087.5075112820527
FDH05,OUT013,3593.1412351254476
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2539.394235877859
FDF33,OUT049,1583.2723999999996
DRK37,OUT013,3087.5075112820527
DRH49,OUT045,1364.0491539906104
FDT58,OUT013,2346.6487869387747
FDD41,OUT018,1740.986152857143
FDP40,OUT018,1740.986152857143
FDM51,OUT027,2513.0798546666674
FDO45,OUT010,230.00859181286557
FDW33,OUT010,230.00859181286557
FDY24,OUT045,876.32057979798
FDB10,OUT010,542.9755395973152
FDM40,OUT035,2054.2157066202103
NCI06,OUT017,3389.2269793548357
FDW12,OUT019,384.4886739837402
FDX48,OUT027,4117.317712631579
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1517.6348566210045
DRM37,OUT045,3087.5075112820527
FDA38,OUT045,4109.900606217618
FDR36,OUT046,643.5588362068967
FDZ45,OUT046,3087.5075112820527
FDG05,OUT017,2811.181403212853
FDK28,OUT013,4425.298447058826
FDV47,OUT045,1364.0491539906104
FDN21,OUT045,2811.181403212853
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.2269793548357
DRY23,OUT013,544.79085
FDA56,OUT017,2202.2990201117314
FDB09,OUT013,1936.5082478260865
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.6487869387747
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.6487869387747
FDY03,OUT049,1874.430959859155
NCG42,OUT017,2202.2990201117314
DRI13,OUT027,5669.163351428566
FDQ32,OUT013,1936.5082478260865
FDW16,OUT035,1443.524701863354
FDU27,OUT046,754.5960957264962
FDR28,OUT010,384.4886739837402
FDQ49,OUT010,384.4886739837402
FDS37,OUT046,1874.430959859155
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2346.6487869387747
FDW45,OUT010,384.4886739837402
NCN30,OUT049,1517.6348566210045
FDN24,OUT049,876.32057979798
NCL41,OUT027,1378.2631852760733
FDR02,OUT019,230.00859181286557
FDD09,OUT010,384.4886739837402
FDS33,OUT010,230.00859181286557
FDU22,OUT045,2054.2157066202103
FDI53,OUT013,2346.6487869387747
DRH01,OUT049,2736.968429875517
FDX32,OUT013,1936.5082478260865
NCP30,OUT018,544.79085
FDB60,OUT045,3087.5075112820527
FDB14,OUT049,1248.2233455555556
NCP02,OUT035,876.32057979798
FDJ10,OUT017,2054.2157066202103
FDG34,OUT046,1740.986152857143
NCB18,OUT017,1443.524701863354
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1248.2233455555556
FDB35,OUT010,230.00859181286557
DRN11,OUT013,1936.5082478260865
FDF41,OUT019,542.9755395973152
FDH16,OUT045,1364.0491539906104
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,876.32057979798
DRJ37,OUT013,2346.6487869387747
DRJ24,OUT027,5669.163351428566
FDY16,OUT035,2880.9695613636372
FDQ27,OUT045,1740.986152857143
FDZ33,OUT045,2539.394235877859
FDF29,OUT045,2202.2990201117314
FDA08,OUT049,2811.181403212853
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,542.9755395973152
NCR30,OUT027,1378.2631852760733
FDV33,OUT035,4425.298447058826
DRZ24,OUT018,1936.5082478260865
NCL54,OUT035,2997.407679041916
FDR12,OUT049,2997.407679041916
NCC54,OUT046,3593.1412351254476
DRN59,OUT013,754.5960957264962
FDX50,OUT019,230.00859181286557
FDV31,OUT027,5669.163351428566
NCA29,OUT027,4117.317712631579
FDW60,OUT049,2736.968429875517
FDX08,OUT017,3389.2269793548357
DRD49,OUT013,3593.1412351254476
FDD33,OUT046,3593.1412351254476
FDW35,OUT013,544.79085
FDJ36,OUT017,1740.986152857143
FDV51,OUT035,2811.181403212853
FDW36,OUT046,1583.2723999999996
FDH35,OUT046,2811.181403212853
NCS30,OUT027,3175.335988157896
FDN49,OUT017,544.79085
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3593.1412351254476
FDP19,OUT018,1936.5082478260865
FDU21,OUT010,130.33349056603774
NCP41,OUT045,1740.986152857143
FDY10,OUT013,1874.430959859155
FDP12,OUT018,544.79085
NCN26,OUT049,1874.430959859155
FDK44,OUT013,2997.407679041916
FDC28,OUT049,1583.2723999999996
FDJ41,OUT027,5669.163351428566
NCT29,OUT035,2054.2157066202103
NCH42,OUT019,542.9755395973152
FDU60,OUT018,2346.6487869387747
FDS02,OUT045,3087.5075112820527
FDC51,OUT046,2202.2990201117314
FDU03,OUT013,2880.9695613636372
FDX39,OUT045,3753.0000993630583
NCY05,OUT010,130.33349056603774
NCL06,OUT027,5669.163351428566
FDD32,OUT035,1364.0491539906104
NCN41,OUT045,2054.2157066202103
NCX53,OUT049,2202.2990201117314
FDU57,OUT019,384.4886739837402
FDQ23,OUT046,1583.2723999999996
FDQ52,OUT045,4027.340974999998
FDC14,OUT045,643.5588362068967
FDY09,OUT035,2736.968429875517
FDQ28,OUT045,2539.394235877859
FDV25,OUT046,3753.0000993630583
FDJ07,OUT035,1874.430959859155
DRB25,OUT049,1583.2723999999996
FDK52,OUT019,542.9755395973152
FDY52,OUT027,1378.2631852760733
FDB28,OUT046,3087.5075112820527
FDT36,OUT035,643.5588362068967
FDV25,OUT017,3753.0000993630583
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636372
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,2811.181403212853
NCX41,OUT035,3753.0000993630583
NCD06,OUT035,754.5960957264962
FDW08,OUT045,1583.2723999999996
NCU29,OUT017,2384.015126168224
NCE06,OUT013,2346.6487869387747
FDV52,OUT010,286.4177705128206
FDB02,OUT017,2736.968429875517
NCR18,OUT045,643.5588362068967
FDK16,OUT049,1517.6348566210045
NCQ29,OUT010,542.9755395973152
FDZ01,OUT019,230.00859181286557
FDW27,OUT035,2384.015126168224
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2736.968429875517
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1583.2723999999996
FDU40,OUT027,5669.163351428566
NCF54,OUT013,2997.407679041916
FDH46,OUT045,1740.986152857143
NCP14,OUT049,1740.986152857143
FDH50,OUT049,3389.2269793548357
DRF15,OUT010,384.4886739837402
FDV27,OUT027,2513.0798546666674
NCJ06,OUT049,2202.2990201117314
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,754.5960957264962
FDQ07,OUT017,3593.1412351254476
FDS45,OUT049,1740.986152857143
NCJ06,OUT045,2202.2990201117314
FDD36,OUT035,1874.430959859155
FDY25,OUT045,3389.2269793548357
FDU52,OUT046,2384.015126168224
DRK47,OUT017,3593.1412351254476
NCL30,OUT017,2054.2157066202103
FDN22,OUT035,4425.298447058826
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4425.298447058826
FDT45,OUT017,876.32057979798
NCC54,OUT027,5669.163351428566
FDP08,OUT018,2880.9695613636372
FDU44,OUT046,2811.181403212853
DRG39,OUT035,876.32057979798
FDU32,OUT049,2202.2990201117314
FDY27,OUT049,2736.968429875517
NCP54,OUT013,1936.5082478260865
