Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRN36,OUT049,1545.869373831775
NCY06,OUT035,1863.3331344827577
FDE52,OUT035,1251.5701536082472
NCB54,OUT045,1863.3331344827577
NCF31,OUT035,2286.4132673684207
FDJ08,OUT027,5329.3147244444435
NCC07,OUT017,1682.212238235294
NCD19,OUT027,1378.2631852760746
FDL46,OUT049,1796.0488656488549
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299133
DRM11,OUT035,4433.304032653059
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2041.521139285714
FDO49,OUT018,711.0628208695656
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1251.5701536082472
DRI39,OUT049,796.6402682539681
FDV04,OUT017,2503.501336448599
NCN14,OUT035,3384.1080642424236
FDH08,OUT013,3643.5197259842525
FDS20,OUT046,3384.1080642424236
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,281.4820818181816
FDS24,OUT027,2517.8820884848496
FDK44,OUT049,2552.0052351851855
FDS48,OUT045,3053.099877777778
FDK26,OUT010,482.69954262295073
FDD23,OUT045,3391.5912527272726
NCH54,OUT017,2644.4778427083347
NCP14,OUT010,219.2185209302325
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2503.501336448599
FDH08,OUT018,3327.9525829268287
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.3147244444435
FDP12,OUT027,1378.2631852760746
DRF60,OUT027,6280.89088
FDC09,OUT035,1682.212238235294
FDF50,OUT018,2893.83982589928
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040944
NCM53,OUT010,281.4820818181816
NCN18,OUT049,1879.2570116129027
FDF32,OUT035,3130.004904950494
FDF11,OUT013,3945.432567213116
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.4778427083347
FDM44,OUT046,1545.869373831775
FDT57,OUT018,3327.9525829268287
FDV24,OUT046,2503.501336448599
FDI50,OUT019,584.7577647727275
FDS09,OUT035,796.6660672268905
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3391.5912527272726
FDZ56,OUT046,2644.4778427083347
FDZ40,OUT019,165.91858165137623
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,2235.530027999999
FDV45,OUT017,2939.348476190475
FDL26,OUT045,3053.099877777778
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,2042.4213960000006
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1251.5701536082472
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1796.0488656488549
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.9525829268287
FDB14,OUT017,1436.170548
FDR45,OUT013,3945.432567213116
NCN07,OUT017,1863.3331344827577
FDM51,OUT019,219.2185209302325
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.099877777778
NCZ42,OUT046,3945.432567213116
DRI47,OUT019,346.8972837209301
FDW40,OUT013,2235.530027999999
FDN34,OUT046,3053.099877777778
FDS01,OUT035,2778.589317525773
NCG55,OUT045,2042.4213960000006
FDC11,OUT035,1296.384578378378
FDX35,OUT018,3327.9525829268287
NCB06,OUT046,2644.4778427083347
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1663.1001128205125
FDY45,OUT013,4433.304032653059
FDA22,OUT010,425.93559145299133
FDE02,OUT035,1663.1001128205125
FDW21,OUT045,1461.843796
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1879.2570116129027
NCW17,OUT017,2283.6710413793107
NCK54,OUT046,2042.4213960000006
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3259.5620849056613
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3643.5197259842525
FDJ10,OUT010,281.4820818181816
FDW36,OUT017,1663.1001128205125
FDW21,OUT010,219.2185209302325
FDY19,OUT017,2042.4213960000006
DRE03,OUT013,711.0628208695656
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137623
FDO09,OUT017,4034.3003068965495
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299133
FDH40,OUT019,219.2185209302325
FDW58,OUT017,1663.1001128205125
FDC47,OUT017,3737.29577518248
NCR41,OUT035,1461.843796
DRG49,OUT035,3737.29577518248
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.0464036697247
FDI35,OUT017,3384.1080642424236
NCU18,OUT049,2235.530027999999
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2752.9709346534646
NCU42,OUT046,2649.1102324324333
NCV29,OUT018,3259.5620849056613
NCY30,OUT017,3384.1080642424236
FDQ46,OUT049,1545.869373831775
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3643.5197259842525
NCD07,OUT045,1796.0488656488549
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2649.1102324324333
DRN59,OUT035,796.6660672268905
FDI44,OUT035,1296.384578378378
FDA45,OUT049,2552.0052351851855
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1796.0488656488549
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.8820884848496
FDA36,OUT018,2752.9709346534646
NCF31,OUT017,2286.4132673684207
FDG14,OUT049,2286.4132673684207
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653059
FDY47,OUT019,281.4820818181816
FDI56,OUT049,1458.4550080536912
DRD01,OUT013,796.6402682539681
FDM22,OUT046,935.0323883040944
FDH33,OUT013,507.0464036697247
DRZ24,OUT013,1796.0488656488549
NCQ38,OUT046,1682.212238235294
FDO16,OUT027,2517.8820884848496
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1863.3331344827577
NCM43,OUT045,2644.4778427083347
FDR31,OUT010,346.8972837209301
DRK49,OUT018,507.0464036697247
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3384.1080642424236
NCG19,OUT046,3454.0625591549287
FDH12,OUT035,1663.1001128205125
FDM32,OUT035,1251.5701536082472
FDM27,OUT035,3053.099877777778
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1879.2570116129027
FDS10,OUT013,2552.0052351851855
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1296.384578378378
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,2137.2403798319324
NCD43,OUT017,1682.212238235294
FDM57,OUT018,1296.384578378378
FDA58,OUT017,3737.29577518248
FDK56,OUT046,3384.1080642424236
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1545.869373831775
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.0052351851855
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.9709346534646
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.2185209302325
FDZ10,OUT045,1863.3331344827577
FDZ40,OUT035,935.0323883040944
FDD51,OUT018,507.0464036697247
NCY30,OUT019,425.93559145299133
FDP58,OUT017,3737.29577518248
FDV49,OUT017,4433.304032653059
FDY24,OUT019,165.91858165137623
NCO55,OUT017,1879.2570116129027
FDR13,OUT017,2042.4213960000006
FDS51,OUT017,935.0323883040944
FDP26,OUT045,1461.843796
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617886
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1682.212238235294
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.3147244444435
FDX32,OUT046,3053.099877777778
FDX57,OUT049,1879.2570116129027
NCA30,OUT045,2939.348476190475
FDO49,OUT013,711.0628208695656
FDL04,OUT019,219.2185209302325
DRM48,OUT035,583.8145788617886
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.83982589928
NCE42,OUT045,3945.432567213116
FDY24,OUT017,935.0323883040944
FDH19,OUT049,2778.589317525773
FDJ46,OUT013,2552.0052351851855
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2137.2403798319324
FDZ37,OUT035,1251.5701536082472
NCT30,OUT045,796.6660672268905
DRY23,OUT018,507.0464036697247
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1663.1001128205125
FDY04,OUT013,2644.4778427083347
FDM27,OUT046,3053.099877777778
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.8972837209301
NCC06,OUT019,281.4820818181816
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4034.3003068965495
FDU08,OUT046,1545.869373831775
FDK40,OUT017,4433.304032653059
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,3053.099877777778
FDP09,OUT045,3643.5197259842525
FDW21,OUT049,1461.843796
FDY25,OUT035,3384.1080642424236
DRE13,OUT017,1458.4550080536912
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1545.869373831775
FDM46,OUT019,219.2185209302325
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2778.589317525773
NCN41,OUT049,1863.3331344827577
FDU24,OUT045,1436.170548
FDZ50,OUT046,3384.1080642424236
FDP45,OUT013,4034.3003068965495
NCM54,OUT045,1863.3331344827577
FDW10,OUT019,425.93559145299133
FDP20,OUT017,1863.3331344827577
FDK32,OUT046,3053.099877777778
FDN52,OUT049,1296.384578378378
FDM58,OUT045,1879.2570116129027
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2283.6710413793107
NCK31,OUT035,796.6660672268905
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.2185209302325
NCT06,OUT046,3053.099877777778
FDT31,OUT035,2752.9709346534646
FDT45,OUT049,796.6402682539681
FDT13,OUT045,2939.348476190475
FDO50,OUT045,1436.170548
NCU18,OUT010,281.4820818181816
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.589317525773
FDU09,OUT045,935.0323883040944
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1545.869373831775
NCK53,OUT019,219.2185209302325
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.3147244444435
FDC09,OUT046,1682.212238235294
FDH45,OUT027,1378.2631852760746
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2042.4213960000006
FDS32,OUT013,2235.530027999999
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3737.29577518248
DRE15,OUT049,1251.5701536082472
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1296.384578378378
FDZ59,OUT046,2503.501336448599
FDE45,OUT010,425.93559145299133
FDJ07,OUT013,2042.4213960000006
FDQ45,OUT018,2752.9709346534646
FDM33,OUT027,5329.3147244444435
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1458.4550080536912
FDR03,OUT045,3945.432567213116
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1796.0488656488549
FDW10,OUT049,3259.5620849056613
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.1080642424236
FDU45,OUT013,2042.4213960000006
FDV02,OUT035,2644.4778427083347
FDN09,OUT046,3945.432567213116
NCM55,OUT027,5329.3147244444435
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209301
FDW03,OUT010,219.2185209302325
FDD14,OUT046,3384.1080642424236
FDV23,OUT017,2041.521139285714
DRI03,OUT045,2552.0052351851855
FDN13,OUT035,1663.1001128205125
FDF45,OUT027,1378.2631852760746
FDU46,OUT035,1251.5701536082472
FDB57,OUT049,3643.5197259842525
FDV12,OUT049,1879.2570116129027
FDQ58,OUT013,2649.1102324324333
NCA18,OUT017,1796.0488656488549
FDH52,OUT049,796.6402682539681
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.3147244444435
NCO18,OUT019,425.93559145299133
FDM32,OUT017,1251.5701536082472
NCL07,OUT017,583.8145788617886
FDK03,OUT013,4034.3003068965495
FDP59,OUT017,1879.2570116129027
FDQ24,OUT049,4433.304032653059
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.4778427083347
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040944
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.9709346534646
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1296.384578378378
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.29577518248
FDQ55,OUT017,2042.4213960000006
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2778.589317525773
NCC43,OUT045,4034.3003068965495
NCV18,OUT046,1458.4550080536912
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653059
NCC30,OUT045,2778.589317525773
FDM57,OUT013,1458.4550080536912
FDL09,OUT010,425.93559145299133
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,1796.0488656488549
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3384.1080642424236
FDK32,OUT013,3053.099877777778
DRA12,OUT046,2235.530027999999
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1251.5701536082472
NCH42,OUT045,3643.5197259842525
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.4820818181816
FDD22,OUT046,1796.0488656488549
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.432567213116
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4433.304032653059
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1682.212238235294
FDS08,OUT049,2778.589317525773
FDX47,OUT045,2286.4132673684207
FDC53,OUT019,219.2185209302325
FDQ19,OUT035,3945.432567213116
FDL14,OUT045,2286.4132673684207
FDM33,OUT019,584.7577647727275
FDA51,OUT045,1796.0488656488549
FDZ27,OUT018,711.0628208695656
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2137.2403798319324
FDR16,OUT027,5329.3147244444435
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.4132673684207
DRH23,OUT027,1378.2631852760746
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2552.0052351851855
FDR40,OUT045,1251.5701536082472
FDX07,OUT017,3384.1080642424236
FDR07,OUT035,1663.1001128205125
FDA51,OUT017,1796.0488656488549
FDT59,OUT019,584.7577647727275
FDF20,OUT017,3130.004904950494
FDR13,OUT045,2042.4213960000006
FDY26,OUT049,3945.432567213116
FDW04,OUT017,2137.2403798319324
FDK52,OUT017,3737.29577518248
FDN60,OUT049,2644.4778427083347
FDM09,OUT019,425.93559145299133
FDP46,OUT049,1436.170548
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.3003068965495
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.3003068965495
FDF39,OUT049,4034.3003068965495
FDS21,OUT017,935.0323883040944
NCM42,OUT013,1682.212238235294
FDK50,OUT019,425.93559145299133
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.8972837209301
FDE38,OUT049,2286.4132673684207
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.4778427083347
FDT56,OUT049,796.6402682539681
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.5912527272726
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1545.869373831775
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1251.5701536082472
FDT58,OUT013,2286.4132673684207
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.2185209302325
FDW33,OUT010,219.2185209302325
FDY24,OUT045,935.0323883040944
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2235.530027999999
NCI06,OUT017,3384.1080642424236
FDW12,OUT019,346.8972837209301
FDX48,OUT027,4117.317712631578
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1461.843796
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.5197259842525
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.4132673684207
FDK28,OUT013,4433.304032653059
FDV47,OUT045,1436.170548
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424236
DRY23,OUT013,507.0464036697247
FDA56,OUT017,2283.6710413793107
FDB09,OUT013,1863.3331344827577
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1796.0488656488549
NCG42,OUT017,1863.3331344827577
DRI13,OUT027,5329.3147244444435
FDQ32,OUT013,2137.2403798319324
FDW16,OUT035,1458.4550080536912
FDU27,OUT046,796.6660672268905
FDR28,OUT010,425.93559145299133
FDQ49,OUT010,346.8972837209301
FDS37,OUT046,2042.4213960000006
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209301
NCN30,OUT049,1682.212238235294
FDN24,OUT049,796.6402682539681
NCL41,OUT027,1378.2631852760746
FDR02,OUT019,281.4820818181816
FDD09,OUT010,425.93559145299133
FDS33,OUT010,219.2185209302325
FDU22,OUT045,2041.521139285714
FDI53,OUT013,2503.501336448599
DRH01,OUT049,2778.589317525773
FDX32,OUT013,2235.530027999999
NCP30,OUT018,507.0464036697247
FDB60,OUT045,3391.5912527272726
FDB14,OUT049,1436.170548
NCP02,OUT035,935.0323883040944
FDJ10,OUT017,2235.530027999999
FDG34,OUT046,1682.212238235294
NCB18,OUT017,1458.4550080536912
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1251.5701536082472
FDB35,OUT010,219.2185209302325
DRN11,OUT013,2235.530027999999
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1296.384578378378
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539681
DRJ37,OUT013,2286.4132673684207
DRJ24,OUT027,5329.3147244444435
FDY16,OUT035,3384.1080642424236
FDQ27,OUT045,1879.2570116129027
FDZ33,OUT045,2503.501336448599
FDF29,OUT045,2283.6710413793107
FDA08,OUT049,2286.4132673684207
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760746
FDV33,OUT035,4034.3003068965495
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.0052351851855
FDR12,OUT049,2778.589317525773
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,711.0628208695656
FDX50,OUT019,281.4820818181816
FDV31,OUT027,5329.3147244444435
NCA29,OUT027,4117.317712631578
FDW60,OUT049,3259.5620849056613
FDX08,OUT017,3384.1080642424236
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.0464036697247
FDJ36,OUT017,1879.2570116129027
FDV51,OUT035,2644.4778427083347
FDW36,OUT046,1545.869373831775
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1682.212238235294
FDY10,OUT013,1796.0488656488549
FDP12,OUT018,507.0464036697247
NCN26,OUT049,2042.4213960000006
FDK44,OUT013,3259.5620849056613
FDC28,OUT049,1461.843796
FDJ41,OUT027,6280.89088
NCT29,OUT035,1863.3331344827577
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.5912527272726
FDC51,OUT046,2283.6710413793107
FDU03,OUT013,3384.1080642424236
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.89088
FDD32,OUT035,1251.5701536082472
NCN41,OUT045,1863.3331344827577
NCX53,OUT049,2283.6710413793107
FDU57,OUT019,346.8972837209301
FDQ23,OUT046,1545.869373831775
FDQ52,OUT045,4433.304032653059
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.589317525773
FDQ28,OUT045,2644.4778427083347
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,2042.4213960000006
DRB25,OUT049,1545.869373831775
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.2631852760746
FDB28,OUT046,3391.5912527272726
FDT36,OUT035,583.8145788617886
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190475
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,3053.099877777778
NCX41,OUT035,3945.432567213116
NCD06,OUT035,796.6660672268905
FDW08,OUT045,1461.843796
NCU29,OUT017,2649.1102324324333
NCE06,OUT013,2503.501336448599
FDV52,OUT010,281.4820818181816
FDB02,OUT017,3259.5620849056613
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1545.869373831775
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.2185209302325
FDW27,OUT035,2503.501336448599
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2552.0052351851855
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1663.1001128205125
FDU40,OUT027,5329.3147244444435
NCF54,OUT013,2778.589317525773
FDH46,OUT045,1682.212238235294
NCP14,OUT049,1879.2570116129027
FDH50,OUT049,3384.1080642424236
DRF15,OUT010,346.8972837209301
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,1863.3331344827577
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,796.6660672268905
FDQ07,OUT017,3737.29577518248
FDS45,OUT049,1682.212238235294
NCJ06,OUT045,1863.3331344827577
FDD36,OUT035,2042.4213960000006
FDY25,OUT045,3384.1080642424236
FDU52,OUT046,2286.4132673684207
DRK47,OUT017,3737.29577518248
NCL30,OUT017,1863.3331344827577
FDN22,OUT035,4034.3003068965495
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.3003068965495
FDT45,OUT017,935.0323883040944
NCC54,OUT027,6280.89088
FDP08,OUT018,2893.83982589928
FDU44,OUT046,2644.4778427083347
